id,species,n.counted,n.measured,n.total
425630,9,0,1,1
425630,28,871,37,908
425630,60,291,30,321
425631,5,0,43,43
425631,2,0,63,63
425631,9,0,1,1
425631,1,0,36,36
425631,12,0,5,5
425631,28,203,45,248
425631,3,0,3,3
425631,60,113,54,167
425632,12,0,22,22
425632,2,0,51,51
425632,5,0,7,7
425632,1,0,30,30
425632,3,0,3,3
425632,23,0,1,1
425632,28,69,61,130
425632,60,0,2,2
425633,3,0,1,1
425633,28,0,56,56
425633,2,0,18,18
425633,1,0,76,76
425633,5,0,5,5
425633,9,0,1,1
425633,12,0,23,23
425634,5,0,36,36
425634,3,0,16,16
425634,12,0,6,6
425634,9,0,6,6
425634,28,0,34,34
425634,1,0,196,196
425634,2,0,18,18
425634,60,437,68,505
425635,2,0,211,211
425635,3,0,34,34
425635,1,0,58,58
425635,12,0,1,1
425635,28,0,61,61
425635,5,188,53,241
425635,60,980,51,1031
425636,3,0,19,19
425636,12,0,4,4
425636,28,0,29,29
425636,1,0,17,17
425636,5,33,50,83
425636,2,0,36,36
425636,60,87,38,125
425637,3,0,20,20
425637,1,0,16,16
425637,5,21,108,129
425637,28,0,28,28
425637,9,0,1,1
425637,2,48,228,276
425637,60,425,39,464
425638,5,891,135,1026
425638,3,0,148,148
425638,28,27,12,39
425638,1,0,8,8
425638,2,0,8,8
425638,60,674,45,719
425639,1,0,6,6
425639,3,0,30,30
425639,5,28,79,107
425639,12,0,3,3
425639,28,0,13,13
425639,2,0,2,2
425639,60,384,68,452
425640,5,0,94,94
425640,1,0,15,15
425640,3,0,14,14
425640,28,0,40,40
425640,2,0,6,6
425640,60,64,76,140
425641,3,0,12,12
425641,5,523,86,609
425641,2,0,11,11
425641,28,283,38,321
425641,1,0,13,13
425641,60,640,41,681
425642,28,0,42,42
425642,1,0,112,112
425642,3,0,6,6
425642,2,0,4,4
425642,5,17,69,86
425642,60,56,50,106
425643,5,475,60,535
425643,2,0,3,3
425643,1,0,91,91
425643,12,0,1,1
425643,3,0,3,3
425643,28,0,42,42
425643,60,601,45,646
425644,1,0,15,15
425644,5,1330,66,1396
425644,28,0,14,14
425644,3,0,21,21
425644,12,0,1,1
425644,60,235,48,283
425644,2,0,1,1
425645,1,0,26,26
425645,2,0,21,21
425645,5,1360,50,1410
425645,3,0,24,24
425645,28,24,35,59
425645,60,93,39,132
425646,28,0,14,14
425646,5,3385,63,3448
425646,2,0,38,38
425646,3,0,94,94
425646,1,0,25,25
425646,60,0,2,2
425647,5,143,61,204
425647,1,0,23,23
425647,3,0,20,20
425647,28,0,22,22
425647,12,0,6,6
425647,60,0,17,17
425648,28,0,4,4
425648,2,0,1,1
425648,3,0,50,50
425648,5,1045,50,1095
425648,1,0,1,1
425648,60,0,52,52
425649,2,0,3,3
425649,12,0,1,1
425649,3,0,26,26
425649,5,496,47,543
425649,28,0,9,9
425649,60,900,38,938
425650,2,0,37,37
425650,5,380,59,439
425650,3,0,66,66
425650,28,0,17,17
425650,12,0,9,9
425650,1,0,50,50
425650,60,164,40,204
425651,12,0,9,9
425651,1,0,37,37
425651,3,0,103,103
425651,2,0,32,32
425651,5,538,60,598
425651,28,0,35,35
425651,60,0,33,33
425652,3,0,30,30
425652,28,377,45,422
425652,12,0,1,1
425652,1,0,55,55
425652,2,291,282,573
425652,5,108,36,144
425652,60,264,40,304
425653,2,0,79,79
425653,3,0,5,5
425653,1,0,147,147
425653,5,0,74,74
425653,28,113,194,307
425653,60,0,16,16
425654,3,0,2,2
425654,2,0,192,192
425654,9,0,1,1
425654,28,283,47,330
425654,1,0,41,41
425654,5,26,30,56
425654,60,0,31,31
425655,28,1063,61,1124
425655,2,0,136,136
425655,3,0,2,2
425655,23,0,2,2
425655,1,0,90,90
425655,5,68,37,105
425655,60,0,11,11
425656,2,0,150,150
425656,3,0,1,1
425656,23,0,2,2
425656,28,513,50,563
425656,1,0,44,44
425656,12,0,8,8
425656,5,96,59,155
425656,60,0,24,24
425657,1,0,28,28
425657,12,0,24,24
425657,9,0,30,30
425657,2,959,192,1151
425657,23,0,4,4
425657,28,0,6,6
425658,1,0,103,103
425658,9,0,118,118
425658,12,0,20,20
425658,23,0,12,12
425658,28,0,2,2
425658,2,12,170,182
425658,3,0,8,8
425659,28,2,40,42
425659,1,0,28,28
425659,9,0,10,10
425659,5,33,35,68
425659,12,0,14,14
425659,2,0,59,59
425624,1,0,1,1
425624,5,141,81,222
425624,60,93,42,135
425625,5,0,14,14
425625,1,0,6,6
425625,3,0,27,27
425625,28,0,5,5
425625,60,133,33,166
425626,28,0,12,12
425626,2,0,1,1
425626,3,0,15,15
425626,5,92,98,190
425626,1,0,35,35
425626,60,88,55,143
425627,2,0,20,20
425627,3,0,10,10
425627,5,0,66,66
425627,1,0,89,89
425627,28,0,3,3
425627,12,0,3,3
425627,60,285,86,371
425628,1,0,13,13
425628,28,0,28,28
425628,2,0,132,132
425628,3,0,9,9
425628,5,0,23,23
425628,12,0,15,15
425628,60,0,18,18
425629,28,654,49,703
425629,1,0,33,33
425629,12,0,2,2
425629,5,44,65,109
425629,2,0,226,226
425629,3,0,19,19
425629,60,137,55,192
425606,5,0,3,3
425606,28,0,13,13
425606,23,0,29,29
425606,1,0,30,30
425606,12,243,73,316
425606,2,0,27,27
425606,9,0,36,36
425607,5,0,2,2
425607,28,0,15,15
425607,23,0,21,21
425613,12,115,76,191
425613,1,0,38,38
425613,23,0,10,10
425613,60,0,1,1
425614,2,0,108,108
425614,23,0,2,2
425614,12,0,26,26
425614,1,0,6,6
425614,28,198,59,257
425614,5,0,29,29
425614,3,0,4,4
425614,9,0,5,5
425614,60,465,32,497
425615,5,0,10,10
425615,1,0,3,3
425615,2,0,31,31
425615,3,0,17,17
425615,12,0,20,20
425615,23,0,1,1
425615,9,0,1,1
425615,28,25,66,91
425615,60,0,16,16
425616,5,0,1,1
425616,9,0,2,2
425616,2,0,99,99
425616,12,37,86,123
425616,23,0,2,2
425616,1,0,43,43
425616,3,0,2,2
425616,28,0,11,11
425617,23,0,1,1
425617,1,0,197,197
425617,3,0,30,30
425617,2,0,61,61
425617,28,0,2,2
425617,12,0,20,20
425618,12,0,5,5
425618,3,0,15,15
425618,28,0,1,1
425618,1,0,21,21
425618,9,0,1,1
425618,2,0,80,80
425618,5,281,66,347
425618,60,282,28,310
425619,2,0,165,165
425619,3,0,5,5
425619,1,0,9,9
425619,28,515,47,562
425619,5,0,35,35
425619,60,97,49,146
425620,2,0,39,39
425620,3,0,12,12
425620,28,86,31,117
425620,1,0,14,14
425620,9,0,1,1
425620,5,386,72,458
425620,60,581,57,638
425621,28,0,6,6
425621,3,0,10,10
425621,5,1104,69,1173
425621,60,0,13,13
410926,23,0,45,45
410926,2,156,144,300
410926,1,0,33,33
410926,9,0,15,15
410926,28,0,8,8
410926,5,202,61,263
410926,60,236,67,303
410927,1,0,24,24
410927,12,0,31,31
410927,2,421,253,674
410927,9,0,24,24
410927,28,144,65,209
410927,5,214,45,259
410927,23,0,9,9
410927,60,0,11,11
410928,1,0,33,33
410928,23,6,124,130
410928,12,0,9,9
410928,2,0,39,39
410928,9,0,4,4
410928,3,0,2,2
410928,5,0,8,8
410928,28,112,41,153
410928,60,0,16,16
410929,5,0,41,41
410929,9,0,1,1
410929,2,0,66,66
410929,28,604,72,676
410929,3,0,7,7
410929,1,0,12,12
410929,12,0,6,6
410929,23,0,3,3
410929,60,0,15,15
410950,9,0,3,3
410950,12,0,27,27
410950,1,0,7,7
410950,23,0,3,3
410950,60,63,21,84
410951,23,0,96,96
410951,5,242,45,287
410951,12,0,7,7
410951,2,175,283,458
410951,1,0,23,23
410951,3,0,4,4
410951,28,27,73,100
410951,9,0,29,29
410951,60,178,49,227
410952,2,0,197,197
410952,1,0,42,42
410952,3,0,6,6
410952,23,0,226,226
410952,12,0,3,3
410952,5,0,15,15
410952,9,0,10,10
410952,28,0,48,48
410952,60,0,2,2
410953,2,0,79,79
410953,1,0,7,7
410953,9,0,28,28
410953,28,0,33,33
410953,12,0,2,2
410953,23,0,104,104
410953,60,0,2,2
410954,9,0,13,13
410954,23,0,11,11
410954,1,0,24,24
410954,28,0,8,8
410954,12,0,1,1
410954,5,0,47,47
410954,2,0,176,176
410954,3,0,1,1
410954,60,85,50,135
410955,12,0,3,3
410955,1,0,22,22
410955,3,0,2,2
410955,2,0,222,222
410955,23,0,43,43
410955,28,234,62,296
410955,5,282,56,338
410955,9,0,3,3
410955,60,624,36,660
411006,23,0,1,1
411006,28,0,10,10
411006,9,0,6,6
411006,12,0,2,2
411006,60,0,19,19
411007,3,0,1,1
411007,28,0,26,26
411007,9,0,1,1
411007,5,0,133,133
411007,1,0,9,9
411007,2,0,18,18
411007,60,0,44,44
411008,3,0,1,1
411008,1,0,6,6
411008,28,0,28,28
411008,2,0,33,33
411008,5,882,87,969
411008,23,0,11,11
411008,9,0,17,17
411008,60,0,52,52
411009,12,0,2,2
411009,9,0,94,94
411009,23,0,7,7
411009,2,0,47,47
411009,3,0,5,5
411009,5,1,184,185
411009,28,0,22,22
411009,1,0,17,17
411009,60,81,60,141
411010,9,0,14,14
411010,1,0,8,8
411010,23,0,5,5
411010,12,0,35,35
411010,28,240,75,315
411010,2,0,8,8
411011,1,0,12,12
411011,23,0,6,6
411011,28,943,56,999
411011,12,4,91,95
411012,1,0,22,22
411012,12,0,11,11
411012,2,0,4,4
411012,9,0,4,4
411012,23,0,2,2
411012,28,0,49,49
411013,2,0,37,37
411013,28,0,3,3
425622,5,0,12,12
425622,28,0,35,35
425622,12,0,34,34
425622,1,0,1,1
425622,3,45,5,50
425622,2,0,56,56
425622,60,0,6,6
425623,5,392,80,472
425623,12,0,3,3
425623,1,0,6,6
425623,2,0,1,1
425623,28,0,37,37
425623,3,0,47,47
425623,60,193,151,344
425624,28,5,35,40
425624,3,0,9,9
410956,23,0,1,1
410956,1,0,34,34
410956,12,0,11,11
410956,2,0,78,78
410956,5,293,36,329
410956,28,66,63,129
410956,3,0,32,32
410956,9,0,98,98
410956,60,870,82,952
410957,12,0,2,2
410957,5,147,53,200
410957,28,10,67,77
410957,1,0,24,24
410957,2,0,13,13
410957,3,0,6,6
410957,60,67,37,104
410958,1,0,24,24
410958,5,231,60,291
410958,12,0,2,2
410958,3,0,2,2
410958,28,0,80,80
410958,2,0,43,43
410958,60,407,53,460
410959,28,18,53,71
410959,5,2046,50,2096
410959,12,0,9,9
410959,1,0,9,9
410959,2,0,18,18
410959,3,0,14,14
410959,9,0,16,16
410959,60,369,78,447
410960,12,0,5,5
410960,1,0,20,20
410960,2,0,13,13
410960,5,1676,50,1726
410960,28,100,68,168
410960,3,0,8,8
410960,9,0,4,4
410960,60,70,75,145
410961,12,0,1,1
410961,2,0,28,28
410961,5,594,60,654
411013,1,0,15,15
411013,23,0,25,25
411013,9,0,14,14
411014,1,0,16,16
411014,23,0,1,1
411014,5,0,1,1
411014,9,0,6,6
411014,2,0,29,29
411015,9,0,34,34
411015,12,0,1,1
411015,1,0,20,20
411015,5,0,9,9
411015,3,0,1,1
411015,23,0,14,14
411015,2,0,40,40
411016,9,0,277,277
411016,3,0,2,2
411016,5,0,123,123
411016,2,0,9,9
411016,23,0,6,6
411016,1,0,61,61
411016,60,0,60,60
411017,5,214,110,324
411017,9,0,97,97
411017,2,0,55,55
411017,28,0,9,9
411017,12,0,11,11
411017,1,0,71,71
411017,23,0,10,10
411017,60,480,60,540
411018,23,0,25,25
411018,2,0,17,17
411018,5,0,101,101
411018,28,0,1,1
411018,1,0,54,54
411018,9,0,110,110
411018,60,0,38,38
411019,1,0,81,81
411019,12,0,5,5
411019,23,0,7,7
411019,28,0,34,34
411019,5,28,142,170
411019,9,0,83,83
411019,2,0,83,83
411019,60,209,52,261
394711,2,0,3,3
394711,9,0,28,28
394711,23,0,14,14
394711,12,0,4,4
394711,1,0,34,34
394711,28,0,3,3
394711,5,0,1,1
394712,9,0,10,10
394712,28,0,19,19
394712,2,283,279,562
394712,5,0,15,15
394712,23,0,48,48
394712,12,0,3,3
394712,1,2,57,59
394713,5,140,158,298
394713,1,0,18,18
394713,3,0,1,1
394713,2,31,285,316
394713,9,0,7,7
394713,23,0,1,1
394713,28,85,85,170
394714,12,0,1,1
394714,5,867,129,996
394714,23,0,2,2
394714,1,0,239,239
394714,9,0,17,17
394714,2,0,144,144
394714,28,35,59,94
394714,3,0,53,53
394715,28,0,14,14
394715,2,690,212,902
394715,1,2290,273,2563
394715,9,0,6,6
394715,3,0,7,7
394715,5,222,58,280
394715,12,0,2,2
394716,2,442,165,607
394716,28,0,33,33
394716,23,0,9,9
394716,5,0,64,64
394716,1,0,80,80
394716,9,0,88,88
394716,12,0,6,6
394716,60,0,1,1
394717,5,0,8,8
394717,2,0,5,5
394717,1,0,60,60
394717,23,0,3,3
394717,28,0,5,5
394717,12,0,3,3
394717,9,0,265,265
394718,5,618,111,729
394718,23,0,63,63
394718,1,0,318,318
394718,2,187,321,508
394718,12,0,4,4
394718,9,0,174,174
394718,28,25,73,98
394718,3,0,1,1
394719,1,0,44,44
394765,12,0,6,6
394765,5,236,138,374
394765,23,0,4,4
394765,3,0,2,2
394765,2,5,180,185
394765,28,0,14,14
394766,9,0,146,146
394766,23,0,3,3
394766,12,0,23,23
394766,2,70,301,371
394766,3,0,1,1
394766,1,0,221,221
394766,5,281,134,415
394766,28,74,53,127
394766,60,0,4,4
410961,28,24,63,87
410961,1,0,25,25
410961,3,0,4,4
410961,60,113,50,163
410962,5,2030,52,2082
410962,28,0,76,76
410962,12,0,1,1
410962,9,0,1,1
410962,3,0,7,7
410962,2,0,12,12
410962,1,0,39,39
410962,60,4200,82,4282
410963,1,0,4,4
410963,3,0,3,3
410963,5,1073,71,1144
410963,9,0,1,1
410963,28,0,33,33
410963,2,0,3,3
410963,60,341,67,408
410964,28,29,50,79
410964,1,0,14,14
410964,12,0,1,1
410964,5,3389,44,3433
410964,2,0,7,7
410964,3,0,7,7
410964,60,749,75,824
410965,5,1952,53,2005
410965,9,0,2,2
410965,1,0,18,18
410965,3,0,18,18
410965,28,50,66,116
410965,2,0,16,16
410965,60,2225,53,2278
410966,5,242,50,292
410966,9,0,1,1
410966,12,0,4,4
410966,1,0,17,17
410966,2,0,9,9
410966,28,0,69,69
410966,3,0,4,4
410966,60,409,82,491
410967,1,0,13,13
410967,28,0,86,86
410967,3,0,5,5
410967,5,674,70,744
410967,9,0,3,3
410967,12,0,1,1
394719,9,0,4,4
394719,28,268,55,323
394719,12,0,17,17
394719,2,0,189,189
394719,5,0,14,14
394719,23,0,1,1
410967,2,0,10,10
410967,60,291,64,355
410968,2,0,3,3
410968,5,591,50,641
410968,9,0,3,3
410968,1,0,10,10
410968,3,0,16,16
410968,28,33,56,89
410968,12,0,2,2
410968,60,89,54,143
410969,12,0,4,4
410969,28,17,46,63
410969,2,0,3,3
410969,3,0,22,22
410969,1,0,16,16
410969,9,0,10,10
410969,5,490,65,555
410969,60,190,55,245
410970,1,0,29,29
410970,9,0,8,8
410970,5,711,84,795
410970,3,0,21,21
410970,12,0,6,6
410970,2,0,21,21
410970,28,48,47,95
410970,60,50,90,140
410971,28,0,3,3
410971,1,0,1,1
410971,5,818,48,866
410971,3,0,3,3
410971,60,113,33,146
410972,1,0,155,155
410972,5,15816,60,15876
410972,12,0,1,1
410972,28,0,5,5
410972,3,0,7,7
410972,60,158,50,208
410973,12,0,1,1
410973,5,21,93,114
410973,2,0,1,1
410973,28,0,9,9
394720,2,98,250,348
394720,5,216,113,329
394720,28,286,51,337
394720,12,0,22,22
394720,1,0,117,117
394720,9,0,12,12
394721,23,91,106,197
394721,9,0,131,131
394721,1,0,30,30
394721,2,90,187,277
394721,12,0,5,5
394721,5,93,150,243
394721,28,0,31,31
394721,60,0,2,2
394722,3,0,1,1
394722,28,175,85,260
394722,5,10,134,144
394722,2,915,236,1151
394722,1,0,78,78
394722,9,0,77,77
394722,12,0,9,9
394722,23,0,3,3
394723,1,0,248,248
394723,2,39,235,274
394723,9,0,2,2
394723,12,0,11,11
394723,5,0,112,112
394723,28,272,55,327
394724,12,0,4,4
394724,9,0,3,3
394724,2,0,102,102
394724,1,0,221,221
394724,28,124,63,187
394724,5,74,142,216
394725,5,163,71,234
394725,9,0,1,1
394725,1,0,23,23
394725,2,2460,205,2665
394726,1,0,134,134
394726,5,5472,87,5559
394726,3,0,1,1
394726,12,0,2,2
394726,28,0,21,21
394726,9,0,5,5
394726,2,167,163,330
394727,23,0,7,7
394727,12,0,17,17
394727,1,0,116,116
394727,2,0,6,6
394727,5,0,49,49
394727,9,0,6,6
394727,28,707,75,782
394728,9,0,2,2
394728,1,0,80,80
394728,2,0,9,9
394728,5,0,6,6
394728,28,2550,53,2603
394728,12,0,21,21
394728,23,0,3,3
410973,1,0,24,24
410973,3,0,1,1
410973,60,140,70,210
410974,28,0,19,19
410974,5,121,67,188
410974,3,0,4,4
410974,9,0,6,6
410974,12,0,2,2
410974,1,0,181,181
410974,60,65,74,139
410975,5,291,72,363
410975,2,0,15,15
410975,3,0,2,2
410975,9,0,31,31
410975,12,0,5,5
410975,1,0,26,26
410975,28,0,42,42
410975,60,61,85,146
410976,2,0,174,174
410976,1,0,89,89
410976,3,0,26,26
410976,28,39,65,104
410976,12,0,6,6
410976,5,102,86,188
410976,9,0,47,47
410976,60,0,21,21
410977,1,0,97,97
410977,28,0,38,38
410977,12,0,1,1
410977,2,0,161,161
410977,3,0,6,6
410977,5,353,60,413
410977,9,0,15,15
410977,60,0,6,6
410978,5,0,30,30
410978,28,0,1,1
410978,9,0,2,2
410978,1,0,150,150
410978,12,0,2,2
410978,2,0,19,19
410978,60,0,3,3
410979,2,0,17,17
410979,5,143,90,233
410979,9,0,17,17
410979,12,0,8,8
410979,1,0,211,211
410979,3,0,3,3
410979,60,0,4,4
410980,28,0,3,3
410980,1,0,237,237
410980,2,0,247,247
394729,1,111,139,250
394729,5,0,1,1
394729,12,9,81,90
394729,28,30,50,80
394730,28,0,8,8
394730,1,0,57,57
394730,2,148,260,408
394730,9,0,8,8
394730,12,0,5,5
394730,5,0,60,60
394731,12,0,12,12
394731,1,0,46,46
394731,23,0,4,4
394731,2,150,238,388
394731,5,43,96,139
394731,28,688,56,744
394731,9,0,13,13
394732,9,0,11,11
394732,2,103,162,265
394732,5,0,2,2
394732,12,0,23,23
394732,1,0,17,17
394732,23,0,2,2
394732,28,531,70,601
394733,1,0,76,76
394733,9,0,2,2
394733,23,0,4,4
394733,2,264,192,456
394733,12,0,17,17
394733,28,1411,54,1465
394734,1,0,32,32
394734,9,0,24,24
394734,23,0,5,5
394734,5,0,49,49
394734,28,2430,49,2479
394734,12,0,12,12
394734,2,0,255,255
394735,1,0,42,42
394735,28,643,55,698
394735,2,229,241,470
394735,9,0,13,13
394735,5,0,22,22
394735,12,0,14,14
394735,23,0,1,1
394736,28,459,10,469
394736,5,0,19,19
394736,9,0,50,50
394736,23,0,7,7
410930,5,15,50,65
410930,12,0,9,9
410930,1,0,9,9
410930,2,0,75,75
410930,3,0,3,3
410930,28,474,46,520
410930,60,0,38,38
410931,12,0,21,21
410931,1,0,23,23
410931,5,34,60,94
410931,3,0,3,3
410931,2,0,129,129
410931,9,0,9,9
410931,28,173,80,253
410931,60,298,62,360
410932,1,0,6,6
410932,12,0,3,3
410932,5,214,74,288
410932,28,0,92,92
410932,2,0,5,5
410932,3,0,9,9
410980,3,0,15,15
410980,5,0,82,82
410980,9,0,5,5
410980,12,0,2,2
410980,60,0,9,9
410981,9,0,4,4
410981,1,0,254,254
410981,28,0,34,34
410981,2,127,146,273
410981,12,0,4,4
410981,5,0,63,63
410981,60,0,7,7
410982,3,0,13,13
410982,12,0,2,2
410982,5,0,42,42
410982,9,0,7,7
410982,28,0,38,38
410982,2,319,174,493
410982,1,0,150,150
410982,60,0,16,16
410983,1,0,154,154
410983,3,0,2,2
410983,28,39,72,111
410983,12,0,6,6
410983,2,1,193,194
410983,5,0,23,23
410983,9,0,14,14
410983,60,0,17,17
410984,12,0,10,10
410984,1,0,128,128
410984,3,0,2,2
410984,2,0,146,146
410984,5,0,106,106
410984,9,0,25,25
410984,28,2,69,71
410984,60,0,72,72
410985,2,0,37,37
410985,9,0,26,26
410985,1,0,152,152
410985,12,0,21,21
410985,5,0,116,116
410985,28,0,48,48
410985,60,0,29,29
410986,2,0,11,11
410986,3,0,3,3
410986,28,66,81,147
410986,5,0,85,85
410986,9,0,8,8
410986,12,0,69,69
410986,1,44,316,360
394736,1,0,80,80
394736,2,1103,201,1304
394736,12,0,11,11
394737,9,0,5,5
394737,28,116,54,170
394737,5,0,74,74
394737,1,0,26,26
394737,2,0,257,257
394737,23,0,8,8
394737,12,0,6,6
394738,2,0,187,187
394738,28,544,62,606
394738,23,0,11,11
394738,12,0,15,15
394738,1,0,116,116
394738,5,0,21,21
394738,9,0,5,5
394739,12,0,14,14
394739,23,544,68,612
394739,28,347,55,402
394739,1,126,145,271
394739,2,0,1,1
394740,2,891,126,1017
394740,23,183,65,248
394740,1,0,222,222
394740,12,0,20,20
394740,3,0,7,7
394740,28,140,49,189
394741,28,271,62,333
394741,2,0,5,5
394741,23,0,14,14
394741,12,0,14,14
394741,1,0,22,22
394741,3,0,2,2
394742,12,0,22,22
394742,1,0,7,7
394742,28,1598,52,1650
394742,23,376,86,462
394742,2,27,70,97
394743,2,153,108,261
394743,12,0,30,30
394743,1,0,64,64
394743,28,1078,49,1127
394743,23,0,47,47
410932,60,0,95,95
410933,3,0,13,13
410933,9,0,1,1
410933,2,0,30,30
410933,5,1412,50,1462
410933,1,0,3,3
410933,28,0,86,86
410933,60,306,50,356
410934,1,0,2,2
410934,3,0,8,8
410934,12,0,1,1
410934,2,0,23,23
410934,28,107,49,156
410934,5,280,48,328
410934,60,0,17,17
410935,2,0,34,34
410935,3,0,4,4
410935,5,312,36,348
410935,9,0,2,2
410935,1,0,2,2
410935,28,231,32,263
410935,12,0,1,1
410935,60,82,43,125
410936,2,0,2,2
410936,12,0,1,1
410936,1,0,9,9
410936,28,26,30,56
410936,5,797,89,886
410936,3,0,7,7
410936,60,244,49,293
410937,28,0,25,25
410937,5,91,90,181
410937,12,0,2,2
410937,1,0,1,1
410937,3,0,8,8
410937,60,31,52,83
410938,5,21597,51,21648
410938,12,0,3,3
410938,1,0,34,34
410938,9,0,1,1
410986,60,0,8,8
410987,1,0,76,76
410987,12,0,21,21
410987,28,0,15,15
410988,12,0,20,20
410988,1,0,73,73
410988,2,0,98,98
410988,5,0,63,63
410988,28,0,84,84
410988,9,0,12,12
410988,23,0,1,1
410988,3,0,2,2
410988,60,0,6,6
410989,2,0,124,124
410989,12,0,20,20
410989,1,0,108,108
410989,5,0,86,86
410989,9,0,16,16
410989,28,39,80,119
410989,60,0,22,22
410990,12,0,5,5
410990,2,0,53,53
410990,5,627,165,792
410990,9,0,12,12
410990,28,0,38,38
410990,1,0,36,36
410990,60,0,21,21
410991,9,0,17,17
410991,5,740,79,819
410991,2,0,84,84
410991,1,0,31,31
410991,28,0,44,44
410991,3,0,1,1
410991,60,0,18,18
410992,9,0,12,12
410992,28,0,53,53
410992,2,0,116,116
410992,5,157,126,283
410992,1,0,38,38
410992,60,0,26,26
410993,28,0,66,66
410993,9,0,1,1
394744,12,0,17,17
394744,1,0,50,50
394744,2,0,208,208
394744,23,0,7,7
394744,28,22,59,81
394744,5,224,118,342
394744,9,0,200,200
394745,2,0,173,173
394745,9,0,122,122
394745,3,0,4,4
394745,1,0,93,93
394745,23,0,3,3
394745,12,0,11,11
394745,28,10,71,81
394745,5,266,133,399
394745,60,0,3,3
394746,12,0,11,11
394746,9,0,224,224
394746,28,0,27,27
394746,1,0,94,94
394746,2,0,82,82
394746,5,17,261,278
394746,23,0,6,6
394746,60,0,7,7
394747,12,0,3,3
394747,9,0,31,31
394747,28,0,73,73
394747,2,0,132,132
394747,1,0,85,85
394747,5,369,145,514
394747,60,0,13,13
394748,3,0,10,10
394748,23,0,2,2
394748,28,99,40,139
394748,2,0,189,189
394748,1,0,75,75
394748,12,0,2,2
394748,5,1513,110,1623
394748,9,0,12,12
394749,12,0,55,55
394749,2,6,279,285
394749,5,329,188,517
394749,28,126,54,180
394749,1,0,133,133
394749,9,0,21,21
394749,23,0,2,2
394749,3,0,3,3
410938,28,9,51,60
410938,2,0,22,22
410938,3,0,79,79
410938,60,1669,53,1722
410939,12,0,3,3
410939,1,0,4,4
410939,2,0,10,10
410939,5,1790,50,1840
410939,3,0,53,53
410939,28,0,22,22
410939,9,0,8,8
410939,60,67,47,114
410940,28,1,42,43
410940,2,0,20,20
410940,5,1803,164,1967
410940,1,0,2,2
410940,3,225,141,366
410940,9,0,3,3
410940,12,0,5,5
410940,60,124,59,183
410941,9,0,3,3
410941,2,0,3,3
410941,3,0,26,26
410941,28,0,28,28
410941,5,9492,36,9528
410941,60,5682,43,5725
410942,5,2309,79,2388
410942,28,0,1,1
410942,3,0,3,3
410942,60,539,38,577
410943,5,8162,70,8232
410943,60,1228,34,1262
410944,3,0,4,4
410944,1,0,8,8
410944,5,791,65,856
410944,28,12,60,72
410993,5,0,71,71
410993,12,0,5,5
410993,2,0,138,138
410993,1,0,130,130
410993,60,0,8,8
410994,28,0,35,35
410994,1,0,104,104
410994,5,0,66,66
410994,2,125,143,268
410994,3,0,1,1
410994,9,0,5,5
410994,60,0,17,17
410995,28,0,68,68
410995,3,0,2,2
410995,12,0,2,2
410995,2,0,150,150
410995,9,0,22,22
410995,1,0,94,94
410995,5,0,106,106
410995,60,0,26,26
410996,12,0,1,1
410996,28,0,65,65
410996,9,0,28,28
410996,1,0,154,154
410996,5,77,125,202
410996,2,0,141,141
410996,60,0,67,67
410997,1,0,77,77
410997,5,0,86,86
410997,9,0,41,41
410997,28,56,77,133
410997,12,0,3,3
410997,2,0,123,123
410997,60,0,57,57
410998,12,0,9,9
410998,1,0,154,154
410998,5,97,130,227
410998,2,0,106,106
410998,9,0,73,73
410998,3,0,2,2
410998,28,0,77,77
410998,60,0,28,28
410999,9,0,49,49
410999,3,0,10,10
410999,5,0,151,151
410999,12,0,5,5
410999,28,0,62,62
410999,2,0,57,57
410999,1,0,83,83
394750,9,0,21,21
394750,2,251,278,529
394750,12,0,3,3
394750,1,0,82,82
394750,5,0,73,73
394750,28,276,46,322
394750,23,0,1,1
394751,9,0,1,1
394751,12,0,9,9
394751,5,1834,105,1939
394751,28,135,43,178
394751,1,0,107,107
394751,2,0,36,36
394752,12,0,47,47
394752,5,0,65,65
394752,1,0,105,105
394752,2,0,40,40
394752,28,104,32,136
394752,60,0,4,4
394753,5,40,170,210
394753,28,122,35,157
394753,1,0,133,133
394753,3,0,8,8
394753,2,96,214,310
394753,9,0,15,15
394753,23,0,1,1
394753,12,0,14,14
394753,60,0,1,1
394754,28,0,13,13
394754,5,430,128,558
394754,23,0,2,2
394754,3,0,24,24
394754,2,0,121,121
394754,12,0,2,2
394754,9,0,135,135
394754,1,0,164,164
394754,60,0,32,32
394755,5,0,106,106
394755,12,0,5,5
394755,1,0,228,228
394755,2,0,201,201
394755,23,0,2,2
394755,3,0,1,1
394755,9,0,132,132
394755,28,0,7,7
394756,12,0,1,1
394756,3,0,33,33
394756,23,0,5,5
394756,28,0,13,13
394756,9,0,157,157
394756,1,0,116,116
394756,2,0,74,74
394756,5,357,112,469
394757,2,0,25,25
394757,9,0,66,66
425960,12,0,9,9
425960,5,80,215,295
425960,28,0,33,33
425960,9,0,53,53
425960,60,25,81,106
425961,12,0,14,14
425961,28,0,16,16
425961,2,0,67,67
425961,1,0,70,70
425961,5,166,206,372
425961,9,0,58,58
425961,60,189,52,241
425962,9,20,3,23
425962,28,784,67,851
425962,12,140,21,161
425962,2,7,1,8
425963,2,295,172,467
425963,23,0,2,2
